a	(ā) 
bambino	(bām-bē'nō, bäm-) 
bamboo	(bām-bōō') 
bamboozle	(bām-bōō'zəl) 
banal	(bə-nāl', bā'nəl, bə-näl') 
banality	(bə-nāl'ĭ-tē, bā-) 
banana	(bə-nān'ə) 
ban	(bän) 
ban	(bān) 
banco	(bāng'kō, bäng'-) 
bandage	(bān'dĭj) 
band	(bānd) 
bandbox	(bānd'bŏks') 
bandeau	(bān-dō') 
banderilla	(bān'də-rē'ə, -rēl'yə) 
banderillero	(bān'də-rē-âr'ō, -rēl-yâr'ō) 
banderol	(bān'də-rōl')
banderole	(bān'də-rōl')
bandicoot	(bān'dĭ-kōōt') 
bandit	(bān'dĭt) 
bandleader	(bānd'lē'dər) 
bandmaster	(bānd'mās'tər) 
bandog	(bān'dôg', -dŏg') 
bandoleer	(bān'də-lîr')
bandolier	(bān'də-lîr')
bandoneon	(bān-dō'nē-ŏn') 
bandore	(bān'dôr', -dōr') 
bandsman	(bāndz'mən) 
bandstand	(bānd'stānd') 
Bandung	(bän'dŏŏng') 
bandwagon	(bānd'wāg'ən) 
bandwidth	(bānd'wĭdth', -wĭth') 
bandy	(bān'dē) 
bane	(bān) 
baneberry	(bān'běr'ē) 
baneful	(bān'fəl) 
Banff	(bāmf) 
bang	(bāng) 
banger	(bāng'ər) 
bangkok	(bāng'kŏk', bāng-kŏk') 
Bangkok	(bāng'kŏk', bāng-kŏk') 
Bangladesh	(bäng'glə-děsh', bāng'-) 
bangle	(bāng'gəl) 
bangtail	(bāng'tāl') 
Bangui	(bäng-gē', bäɴ-) 
banian	(bān'yən) 
banish	(bān'ĭsh) 
banjo	(bān'jō) 
bankable	(bāng'kə-bəl) 
bank	(bāngk) 
bankbook	(bāngk'bŏŏk') 
bankcard	(bāngk'kärd') 
banker	(bāng'kər) 
banking	(bāng'kĭng) 
bankit	(bāng'kĭt) 
bankroll	(bāngk'rōl') 
bankrupt	(bāngk'rŭpt', -rəpt) 
banksia	(bāngk'sē-ə) 
banner	(bān'ər) 
banneret	(bān'ər-ĭt, -ə-rět') 
bannerette	(bān'ə-rět') 
bannerol	(bān'ə-rōl') 
bannister	(bān'ĭ-stər) 
Bannister	(bān'ĭ-stər) 
bannock	(bān'ək) 
Bannock	(bān'ək) 
Bannockburn	(bān'ək-bûrn', bān'ək-bûrn') 
banquet	(bāng'kwĭt) 
banquette	(bāng-kět') 
bantam	(bān'təm) 
bantamweight	(bān'təm-wāt') 
banter	(bān'tər) 
Banting	(bān'tĭng) 
bantling	(bānt'lĭng) 
Bantu	(bān'tōō) 
Bantustan	(bān'tōō-stān') 
banzai	(bän-zī') 
baobab	(bā'ō-bāb', bä'-) 
baptism	(bāp'tĭz'əm) 
Baptist	(bāp'tĭst) 
baptize	(bāp-tīz', bāp'tīz') 
barathea	(bār'ə-thē'ə) 
Barbados	(bär-bā'dōs', -dōz', -dəs) 
bar	(bär) 
barbarian	(bär-bâr'ē-ən) 
barbarism	(bär'bə-rĭz'əm) 
barbarity	(bär-bār'ĭ-tē) 
barbarize	(bär'bə-rīz') 
Barbarossa	(bär'bə-rŏs'ə, -rôs'ə) 
barbarous	(bär'bər-əs) 
Barbary	(bär'bə-rē, -brē) 
barbasco	(bär-bäs'kō) 
barbate	(bär'bāt') 
barb	(bärb) 
barbecue	(bär'bĭ-kyōō') 
barbel	(bär'bəl) 
barbell	(bär'běl') 
barber	(bär'bər) 
Barber	(bär'bər) 
barberry	(bär'běr'ē) 
barbershop	(bär'bər-shŏp') 
barbet	(bär'bĭt) 
barbette	(bär-bět') 
barbican	(bär'bĭ-kən) 
barbicel	(bär'bĭ-sěl') 
barbital	(bär'bĭ-tôl', -tāl') 
barbiturate	(bär-bĭch'ər-ĭt) 
barbiturate	(bär-bĭch'ər-ĭt, -ə-rāt', bär'bĭ-tŏŏr'ĭt, -āt', -tyŏŏr'-, bär-bĭch'ə-wĭt) 
Barbuda	(bär-bōō'də) 
barbule	(bär'byl) 
barbule	(bär'byōōl) 
barbwire	(bärb'wīr') 
barca	(bär'kə) 
Barcelona	(bär'sə-lō'nə) 
bard	(bärd) 
barde	(bärd) 
bare	(bâr) 
bareboat	(bâr'bōt') 
barefaced	(bâr'fāst') 
barehanded	(bâr'hān'dĭd) 
bareheaded	(bâr'hěd'ĭd) 
barelegged	(bâr'lěg'ĭd, -lěgd') 
barely	(bâr'lē) 
barf	(bärf) 
barfly	(bär'flī') 
bargain	(bär'gĭn) 
barge	(bärj) 
bargeboard	(bärj'bôrd', -bōrd') 
bargee	(bär-jē') 
bargello	(bär-zhěl'ō) 
bargeman	(bärj'mən) 
bargirl	(bär'gûrl') 
barguest	(bär'gěst) 
barhop	(bär'hŏp') 
bariatrics	(bār'ē-āt'rĭks) 
Bari	(bä'rē) 
barilla	(bə-rēl'yə, -rē'yə) 
barite	(bâr'īt) 
barite	(bâr'īt, bār'-) 
barium	(bâr'ē-əm) 
barium	(bâr'ē-əm, bār'-) 
bark	(bärk) 
barkeeper	(bär'kē'pər) 
barker	(bär'kər) 
barley	(bär'lē) 
barleycorn	(bär'lē-kôrn') 
barlow	(bär'lō') 
Barlow	(bär'lō') 
barmaid	(bär'mād') 
barman	(bär'mən) 
barm	(bärm) 
Barmecidal	(bär'mĭ-sīd'l) 
barmy	(bär'mē) 
barnacle	(bär'nə-kəl) 
barn	(bärn) 
barnburner	(bärn'bûr'nər) 
barnstorm	(bärn'stôrm') 
barnyard	(bärn'yärd') 
barogram	(bār'ə-grām') 
barograph	(bār'ə-grāf') 
Barolo	(bä-rō'lō', bə-) 
barometer	(bə-rŏm'ĭ-tər) 
baronage	(bār'ə-nĭj) 
baron	(bār'ən) 
baroness	(bār'ə-nĭs) 
baronetage	(bār'ə-nĭ-tĭj, -nět'ĭj) 
baronet	(bār'ə-nĭt, bār'ə-nět') 
baronetcy	(bār'ə-nĭt-sē, -nět'sē) 
barong	(bə-rông', -rŏng') 
barony	(bār'ə-nē) 
baroque	(bə-rōk') 
baroreceptor	(bār'ə-rĭ-sěp'tər) 
barosaur	(bâr'ə-sôr') 
barouche	(bə-rōōsh') 
barque	(bärk) 
barquentine	(bär'kən-tēn') 
barrack	(bār'ək) 
barracoon	(bār'ə-kōōn') 
barracuda	(bār'ə-kōō'də) 
barrage	(bär'ĭj) 
barrage	(bə-räzh') 
barramunda	(bār'ə-mŭn'də) 
barranca	(bə-rāng'kə) 
barratry	(bār'ə-trē) 
barrel	(bār'əl) 
barrelful	(bār'əl-fŏŏl') 
barrelhead	(bār'əl-hěd') 
barrelhouse	(bār'əl-hous') 
barren	(bār'ən) 
barrette	(bə-rět') 
barricade	(bār'ĭ-kād', bār'ĭ-kād') 
Barrie	(bār'ē) 
barrier	(bār'ē-ər) 
barring	(bär'ĭng) 
barrio	(bä'rē-ō', bār'-) 
barrister	(bār'ĭ-stər) 
barroom	(bär'rōōm', -rŏŏm') 
barrow	(bār'ō) 
Barrow	(bār'ō) 
barstool	(bär'stōōl') 
bartender	(bär'těn'dər) 
barter	(bär'tər) 
bartizan	(bär'tĭ-zən, bär'tĭ-zān') 
Bartlett	(bärt'lĭt) 
Barton	(bär'tn) 
Baruch	(bâr'ək, bə-rōōk') 
barware	(bär'wâr') 
barycenter	(bār'ĭ-sěn'tər) 
baryon	(bār'ē-ŏn') 
barysphere	(bār'ĭ-sfîr) 
baryta	(bə-rī'tə) 
baryton	(bār'ĭ-tōn') 
barytone	(bār'ĭ-tōn') 
basal	(bā'səl, -zəl) 
basalt	(bə-sôlt', bā'sôlt') 
bascule	(bās'kyōōl) 
baseball	(bās'bôl') 
base	(bās) 
baseboard	(bās'bôrd', -bōrd') 
baseburner	(bās'bûr'nər) 
Basel	(bä'zəl) 
baseless	(bās'lĭs) 
baseman	(bās'mən) 
basement	(bās'mənt) 
basenji	(bə-sěn'jē) 
bashaw	(bə-shô') 
bash	(bāsh) 
bashful	(bāsh'fəl) 
Basho	(bä'shō, bä-shô') 
basic	(bā'sĭk) 
Basic	(bā'sĭk)
BASIC	(bā'sĭk)
BASIC	(bā'sĭk) 
basidiocarp	(bə-sĭd'ē-ə-kärp') 
basidiomycete	(bə-sĭd'ē-ō-mī'sēt') 
basidiomycete	(bə-sĭd'ē-ō-mī'sēt', -mī-sēt') 
basidiospore	(bə-sĭd'ē-ə-spôr') 
basidiospore	(bə-sĭd'ē-ə-spôr', -spōr') 
basidium	(bə-sĭd'ē-əm) 
basify	(bā'sə-fī') 
Basil	(bāz'əl, bās'-, bā'zəl, -səl) 
basil	(bāz'əl, bā'zəl) 
basilect	(bās'ə-lěkt') 
basilica	(bə-sĭl'ĭ-kə) 
Basilicata	(bə-zĭl'ĭ-kä'tə, bä-zē'lē-kä'tä) 
basilisk	(bās'ə-lĭsk', bāz'-) 
basin	(bā'sĭn) 
basinet	(bās'ə-nět', bās'ə-nĭt) 
basis	(bā'sĭs) 
bask	(bāsk) 
basketball	(bās'kĭt-bôl') 
basket	(bās'kĭt) 
basketry	(bās'kĭ-trē) 
basketwork	(bās'kĭt-wûrk') 
Basle	(bäl) 
basophil	(bā'sə-fĭl, -zə-) 
basophilia	(bā'sə-fĭl'ē-ə, -zə-) 
Basotho	(bə-sō'tō, -sōō'tōō) 
basque	(bāsk) 
Basque	(bāsk) 
bass	(bās) 
Basseterre	(bās-târ', bäs-) 
bassinet	(bās'ə-nět', bās'ə-nět') 
bassist	(bā'sĭst) 
basso	(bās'ō, bä'sō) 
bassoon	(bə-sōōn', bā-) 
basswood	(bās'wŏŏd') 
bastard	(bās'tərd) 
bastardize	(bās'tər-dīz') 
bastardy	(bās'tər-dē) 
bast	(bāst) 
baste	(bāst) 
bastille	(bā-stēl') 
bastinado	(bās'tə-nā'dō, -nä'-) 
bastion	(bās'chən, -tē-ən) 
bastnaesite	(bāst'nə-sīt') 
Basutoland	(bə-sōō'tō-lānd') 
Bataan	(bə-tān', -tän') 
batata	(bə-tä'tə) 
bat	(bāt) 
batboy	(bāt'boi') 
batch	(bāch) 
bate	(bāt) 
batfish	(bāt'fĭsh') 
batfowl	(bāt'foul') 
batgirl	(bāt'gûrl') 
bath	(bāth) 
bath	(bāth, bäth) 
Bath	(bāth, bäth) 
bathe	(bāth) 
bathhouse	(bāth'hous', bäth'-) 
bathmat	(bāth'māt', bäth'-) 
batholith	(bāth'ə-lĭth') 
bathometer	(bə-thŏm'ĭ-tər) 
bathos	(bā'thŏs', -thôs') 
bathrobe	(bāth'rōb', bäth'-) 
bathroom	(bāth'rōōm', -rŏŏm', bäth'-) 
bathtub	(bāth'tŭb', bäth'-) 
Bathurst	(bāth'ərst) 
bathyal	(bāth'ē-əl) 
bathymetry	(bə-thĭm'ĭ-trē) 
bathyscaphe	(bāth'ĭ-skāf', -skāf') 
bathysphere	(bāth'ĭ-sfîr') 
bathythermograph	(bāth'ĭ-thûr'mə-grāf') 
batik	(bə-tēk', bāt'ĭk) 
batiste	(bə-tēst', bā-) 
batman	(bāt'mən) 
baton	(bə-tŏn', bā-, bāt'n) 
batrachian	(bə-trā'kē-ən) 
batrachotoxin	(bə-trāk'ə-tŏk'sĭn, bāt'rə-kō-) 
batsman	(bāts'mən) 
Batswana	(bŏt-swä'nə) 
battalion	(bə-tāl'yən) 
batt	(bāt) 
batteau	(bā-tō') 
batten	(bāt'n) 
Batten	(bāt'n) 
batter	(bāt'ər) 
battercake	(bāt'ər-kāk') 
battery	(bāt'ə-rē) 
Battery	(bāt'ə-rē) 
batting	(bāt'ĭng) 
battle	(bāt'l) 
Battle	(bāt'l) 
battledore	(bāt'l-dôr') 
battlefield	(bāt'l-fēld') 
battlefront	(bāt'l-frŭnt') 
battleground	(bāt'l-ground') 
battlement	(bāt'l-mənt) 
battleship	(bāt'l-shĭp') 
battlewagon	(bāt'l-wāg'ən) 
battue	(bā-tōō', -tyōō') 
batty	(bāt'ē) 
bauble	(bô'bəl) 
baud	(bôd) 
Baudelaire	(bōd-lâr') 
Bauhaus	(bou'hous') 
bauhinia	(bô-hĭn'ē-ə, bō-ĭn'-) 
baulk	(bôk) 
bauxite	(bôk'sīt') 
Bavaria	(bə-vâr'ē-ə) 
Bavarian	(bə-vâr'ē-ən) 
bawd	(bôd) 
bawdry	(bô'drē) 
bawdy	(bô'dē) 
bawdyhouse	(bô'dē-hous') 
bawl	(bôl) 
bayadere	(bī'ə-dîr', -dâr') 
Bayard	(bā'ərd, bī'-, bä-yär') 
bay	(bā) 
Bayle	(bāl, běl) 
bayonet	(bā'ə-nĭt, -nět', bā'ə-nět') 
Bayonne	(bā-yōn') 
bayou	(bī') 
bayou	(bī'ōō, bī'ō) 
bazooka	(bə-zōō'kə) 
BB	(bē'bē) 
b	(bē) 
bdellium	(děl'ē-əm) 
beach	(bēch) 
Beach	(bēch) 
beachcomber	(bēch'kō'mər) 
beachfront	(bēch'frŭnt') 
beachhead	(bēch'hěd') 
beachscape	(bēch'skāp') 
beachwear	(bēch'wâr') 
beacon	(bē'kən) 
bead	(bēd) 
beading	(bē'dĭng) 
beadle	(bēd'l) 
Beadle	(bēd'l) 
beadwork	(bēd'wûrk') 
beady	(bē'dē) 
beagle	(bē'gəl) 
beak	(bēk) 
beaker	(bē'kər) 
beam	(bēm) 
beamish	(bē'mĭsh) 
beamy	(bē'mē) 
beanbag	(bēn'bāg') 
bean	(bēn) 
Bean	(bēn) 
beanery	(bē'nə-rē) 
beanie	(bē'nē) 
beano	(bē'nō) 
beanpole	(bēn'pōl') 
beanstalk	(bēn'stôk') 
bearable	(bâr'ə-bəl) 
bearbaiting	(bâr'bā'tĭng) 
bear	(bâr) 
Bear	(bâr) 
bearberry	(bâr'běr'ē) 
bearcat	(bâr'kāt') 
beard	(bîrd) 
Beard	(bîrd) 
beard-tongue	(bîrd'tŭng')
beardtongue	(bîrd'tŭng')
bearer	(bâr'ər) 
bearing	(bâr'ĭng) 
bearish	(bâr'ĭsh) 
bearskin	(bâr'skĭn') 
beast	(bēst) 
beastie	(bē'stē) 
beastly	(bēst'lē) 
beat	(bēt) 
beater	(bē'tər) 
beatify	(bē-āt'ə-fī') 
beating	(bē'tĭng) 
beatitude	(bē-āt'ĭ-tōōd', -tyōōd') 
beatnik	(bēt'nĭk) 
beau	(bō) 
beaucoup	(bō'kōō', bōō'-, bō-kōō') 
Beaujolais	(bō'zhə-lā') 
beaut	(byōōt) 
beauteous	(byōō'tē-əs) 
beautician	(byōō-tĭsh'ən) 
beautiful	(byōō'tə-fəl) 
beautify	(byōō'tə-fī') 
beautybush	(byōō'tē-bŏŏsh') 
beauty	(byōō'tē) 
beaver	(bē'vər) 
beaverboard	(bē'vər-bôrd', -bōrd') 
be	(bē) 
bebop	(bē'bŏp') 
becalm	(bĭ-käm') 
beccafico	(běk'ə-fē'kō) 
bechance	(bĭ-chāns') 
Bechuana	(běch'ōō-ä'nə) 
beck	(běk) 
becket	(běk'ĭt) 
Becket	(běk'ĭt) 
Beckett	(běk'ĭt) 
beckon	(běk'ən) 
becloud	(bĭ-kloud') 
become	(bĭ-kŭm') 
becoming	(bĭ-kŭm'ĭng) 
becquerel	(bě-krěl', běk'ə-rěl') 
Becquerel	(bě-krěl', běk'ə-rěl') 
bedaub	(bĭ-dôb') 
bedazzle	(bĭ-dāz'əl) 
bed	(běd) 
bedchamber	(běd'chām'bər) 
bedclothes	(běd'klōz', -klōthz') 
bedcover	(běd'kŭv'ər) 
bedding	(běd'ĭng) 
bedeck	(bĭ-děk') 
bedevil	(bĭ-děv'əl) 
bedew	(bĭ-dōō', -dyōō') 
bedfast	(běd'fāst') 
bedfellow	(běd'fěl'ō) 
bedight	(bĭ-dīt') 
bedim	(bĭ-dĭm') 
bedizen	(bĭ-dī'zən, -dĭz'ən) 
bedlam	(běd'ləm) 
bedlamite	(běd'lə-mīt') 
bedmate	(běd'māt') 
bedpan	(běd'pān') 
bedplate	(běd'plāt') 
bedpost	(běd'pōst') 
bedraggle	(bĭ-drāg'əl) 
bedridden	(běd'rĭd'n) 
bedrock	(běd'rŏk') 
bedroll	(běd'rōl') 
bedroom	(běd'rōōm', -rŏŏm') 
bedside	(běd'sīd') 
bedsonia	(běd-sō'nē-ə) 
bedsore	(běd'sôr', -sōr') 
bedspread	(běd'sprěd') 
bedspring	(běd'sprĭng') 
bedstead	(běd'stěd') 
bedstraw	(běd'strô') 
bedtime	(běd'tīm') 
Beduin	(běd'ōō-ĭn, běd'wĭn) 
bedwarmer	(běd'wôr'mər) 
bee	(bē) 
beebread	(bē'brěd') 
beech	(bēch) 
beechnut	(bēch'nŭt') 
beefalo	(bē'fə-lō') 
beef	(bēf) 
beefcake	(bēf'kāk') 
beefeater	(bēf'ē'tər) 
beefsteak	(bēf'stāk') 
beefwood	(bēf'wŏŏd') 
beefy	(bē'fē) 
beehive	(bē'hīv') 
beekeeper	(bē'kē'pər) 
beeline	(bē'līn') 
Beelzebub	(bē-ěl'zə-bŭb') 
beep	(bēp) 
beeper	(bē'pər) 
beer	(bîr) 
beery	(bîr'ē) 
beeswax	(bēz'wāks') 
beet	(bēt) 
Beethoven	(bā'tō'vən) 
beetle	(bēt'l) 
beetleweed	(bēt'l-wēd') 
beetroot	(bēt'rōōt', -rŏŏt') 
befall	(bĭ-fôl') 
befit	(bĭ-fĭt') 
befog	(bĭ-fôg', -fŏg') 
befool	(bĭ-fōōl') 
before	(bĭ-fôr', -fōr') 
befoul	(bĭ-foul') 
befriend	(bĭ-frěnd') 
befuddle	(bĭ-fŭd'l) 
beg	(běg) 
beget	(bĭ-gět') 
beggar	(běg'ər) 
beggarly	(běg'ər-lē) 
beggarweed	(běg'ər-wēd') 
beggary	(běg'ə-rē) 
Begin	(bā'gĭn) 
begin	(bĭ-gĭn') 
beginner	(bĭ-gĭn'ər) 
beginning	(bĭ-gĭn'ĭng) 
begird	(bĭ-gûrd') 
begone	(bĭ-gôn', -gŏn') 
begonia	(bĭ-gōn'yə) 
begorra	(bĭ-gôr'ə, -gŏr'ə) 
begrime	(bĭ-grīm') 
begrudge	(bĭ-grŭj') 
beguile	(bĭ-gīl') 
Beguine	(bā'gēn', bā-gēn') 
beguine	(bĭ-gēn') 
begum	(bā'gəm, bē'-) 
behalf	(bĭ-hāf', -häf') 
behave	(bĭ-hāv') 
behavior	(bĭ-hāv'yər) 
behaviorism	(bĭ-hāv'yə-rĭz'əm) 
behaviour	(bĭ-hāv'yər) 
behead	(bĭ-hěd') 
behemoth	(bĭ-hē'məth, bē'ə-məth) 
behest	(bĭ-hěst') 
behind	(bĭ-hīnd') 
behold	(bĭ-hōld') 
behoof	(bĭ-hōōf') 
behoove	(bĭ-hōōv') 
beige	(bāzh) 
Beijing	(bā'jĭng') 
being	(bē'ĭng) 
Beirut	(bā-rōōt') 
belabor	(bĭ-lā'bər) 
belabour	(bĭ-lā'bər) 
Belarus	(běl'ə-rōōs', běl'ə-rōōs', byěl'-) 
Belarusian	(běl'ə-rōō'sē-ən, -rŭsh'ən, byěl'-) 
belated	(bĭ-lā'tĭd) 
belay	(bĭ-lā') 
bel	(běl) 
belch	(bělch) 
beldam	(běl'dəm, -dām)
beldame	(běl'dəm, -dām)
beleaguer	(bĭ-lē'gər) 
belemnite	(běl'əm-nīt') 
Belfast	(běl'fāst', běl-fāst') 
belfry	(běl'frē) 
Belgian	(běl'jən) 
Belgium	(běl'jəm) 
Belgrade	(běl'grād', -gräd', běl-grād') 
belie	(bĭ-lī') 
belief	(bĭ-lēf') 
believable	(bĭ-lē'və-bəl) 
believe	(bĭ-lēv') 
belike	(bĭ-līk') 
belittle	(bĭ-lĭt'l) 
Belize	(bə-lēz') 
belladonna	(běl'ə-dŏn'ə) 
bell	(běl) 
Bell	(běl) 
bellbird	(běl'bûrd') 
bellboy	(běl'boi') 
belle	(běl) 
Bellerophon	(bə-lěr'ə-fən, -fŏn') 
belletrist	(běl-lět'rĭst) 
bellflower	(běl'flou'ər) 
Bellflower	(běl'flou'ər) 
bellhop	(běl'hŏp') 
bellicose	(běl'ĭ-kōs') 
belligerence	(bə-lĭj'ər-əns) 
belligerency	(bə-lĭj'ər-ən-sē) 
belligerent	(bə-lĭj'ər-ənt) 
belling	(běl'ĭng) 
Bellini	(bə-lē'nē) 
bellman	(běl'mən) 
bellow	(běl'ō) 
Bellow	(běl'ō) 
bellwether	(běl'wěth'ər) 
bellwort	(běl'wûrt', -wôrt') 
bellyache	(běl'ē-āk') 
bellyband	(běl'ē-bānd') 
belly	(běl'ē) 
bellybutton	(běl'ē-bŭt'n) 
bellyful	(běl'ē-fŏŏl') 
belong	(bĭ-lông', -lŏng') 
belonging	(bĭ-lông'ĭng, -lŏng'-) 
Belorussia	(běl'ō-rŭsh'ə, byěl'-) 
Belorussian	(běl'ō-rŭsh'ən, byěl'-) 
beloved	(bĭ-lŭv'ĭd, -lŭvd') 
below	(bĭ-lō') 
Belshazzar	(běl-shāz'ər) 
Beltane	(běl'tān, -tən) 
belt	(bělt) 
belting	(běl'tĭng) 
beltway	(bělt'wā') 
Beltway	(bělt'wā') 
beluga	(bə-lōō'gə) 
belvedere	(běl'vĭ-dîr') 
bema	(bē'mə) 
Bemba	(běm'bə) 
bemire	(bĭ-mīr') 
bemoan	(bĭ-mōn') 
bemuse	(bĭ-myōōz') 
ben	(běn) 
bench	(běnch) 
Bench	(běnch) 
bencher	(běn'chər) 
benchmark	(běnch'märk') 
benchwarmer	(běnch'wôr'mər) 
benday	(běn-dā')
Benday	(běn-dā')
Ben Day	(běn-dā')
bend	(běnd) 
bended	(běn'dĭd) 
bender	(běn'dər) 
Bendery	(běn-děr'ē, bĭn-dyě'rē) 
beneath	(bĭ-nēth') 
benedict	(běn'ĭ-dĭkt') 
Benedictine	(běn'ĭ-dĭk'tĭn, -tēn') 
benediction	(běn'ĭ-dĭk'shən) 
Benedictus	(běn'ĭ-dĭk'təs) 
benefaction	(běn'ə-fāk'shən, běn'ə-fāk'-) 
benefactor	(běn'ə-fāk'tər) 
benefactress	(běn'ə-fāk'trĭs) 
benefice	(běn'ə-fĭs) 
beneficence	(bə-něf'ĭ-səns) 
beneficial	(běn'ə-fĭsh'əl) 
beneficiary	(běn'ə-fĭsh'ē-ěr'ē, -fĭsh'ə-rē) 
benefit	(běn'ə-fĭt) 
Benelux	(běn'ə-lŭks') 
Benét	(bĭ-nā') 
benevolence	(bə-něv'ə-ləns) 
Bengal	(běn-gôl', běng-, běn'gəl, běng'-) 
Bengali	(běn-gô'lē, běng-) 
bengaline	(běng'gə-lēn') 
Beni	(bě'nē) 
benighted	(bĭ-nī'tĭd) 
benignancy	(bĭ-nĭg'nən-sē) 
benign	(bĭ-nīn') 
benignity	(bĭ-nĭg'nĭ-tē) 
Benin	(bə-nĭn', bě-nēn') 
benison	(běn'ĭ-zən, -sən) 
benjamin	(běn'jə-mən) 
Benjamin	(běn'jə-mən) 
benne	(běn'ē) 
bennet	(běn'ĭt) 
benny	(běn'ē) 
Benny	(běn'ē) 
bent	(běnt) 
Benthamism	(běn'thə-mĭz'əm) 
benthic	(běn'thĭk) 
benthos	(běn'thŏs') 
bento	(běn'tō) 
bentonite	(běn'tə-nīt') 
bentwood	(běnt'wŏŏd') 
benumb	(bĭ-nŭm') 
benzaldehyde	(běn-zāl'də-hīd') 
Benzedrine	(běn'zĭ-drēn') 
benzene	(běn'zēn') 
benzene	(běn'zēn', běn-zēn') 
benzidine	(běn'zĭ-dēn') 
benzimidazole	(běn'zə-mĭ-dāz'ōl', -mĭd'ə-zōl') 
benzine	(běn'zēn', běn-zēn') 
benzoate	(běn'zō-āt') 
benzocaine	(běn'zə-kān') 
benzodiazepine	(běn'zō-dī-āz'ə-pēn', -pĭn) 
benzofuran	(běn'zō-fyŏŏr'ān', -fyŏŏ-rān') 
benzofuran	(běn'zō-fyr'ān') 
benzoin	(běn'zō-ĭn, -zoin') 
benzol	(běn'zôl', -zōl', -zŏl') 
benzophenone	(běn'zō-fĭ-nōn', -fē'nōn) 
benzopyrene	(běn'zō-pī'rēn', -pī-rēn') 
benzoyl	(běn'zō-ĭl', -zoil') 
benzyl	(běn'zĭl) 
benzyl	(běn'zĭl, -zēl') 
Beograd	(bě'ô-gräd) 
bequeath	(bĭ-kwēth', -kwēth') 
bequest	(bĭ-kwěst') 
berate	(bĭ-rāt') 
Berber	(bûr'bər) 
berberine	(bûr'bə-rēn') 
berceuse	(běr-sɶz') 
berdache	(bər-dāsh') 
bereave	(bĭ-rēv') 
bereft	(bĭ-rěft') 
beret	(bə-rā') 
Bergama	(bər-gä'mə, bûr'gə-) 
bergamot	(bûr'gə-mŏt') 
Berg	(běrg, běrk) 
berg	(bûrg) 
Berg	(bûrg) 
Bergen	(bûr'gən, běr'-) 
Bergsonism	(běrg'sə-nĭz'əm) 
beriberi	(běr'ē-běr'ē) 
Berkeleianism	(bärk'lē-ə-nĭz'əm, bûr'-) 
Berkeley	(bärk'lē, bûrk'-) 
Berkeley	(bûrk'lē) 
Berkeley	(bûrk'lē, bärk'-) 
berkelium	(bər-kē'lē-əm, bûrk'lē-əm) 
Berkshire	(bûrk'shîr', -shər) 
berlin	(bər-lĭn') 
Berlin	(bûr-lĭn') 
berline	(bər-lĭn') 
Berliner	(bûr'lə-nər) 
berm	(bûrm) 
Bermuda	(bər-myōō'də) 
Bern	(bûrn, běrn)
Berne	(bûrn, běrn)
Berne	(bûrn, běrn) 
berry	(běr'ē) 
Berry	(bě-rē') 
Berry	(běr'ē) 
berseem	(bər-sēm') 
berserk	(bər-sûrk', -zûrk', bə-) 
berserker	(bər-sûr'kər, -zûr'-) 
bertha	(bûr'thə) 
berth	(bûrth) 
beryl	(běr'əl) 
beryllium	(bə-rĭl'ē-əm) 
Bes	(běs) 
beseech	(bĭ-sēch') 
beseem	(bĭ-sēm') 
beset	(bĭ-sět') 
beshrew	(bĭ-shrōō') 
beside	(bĭ-sīd') 
besiege	(bĭ-sēj') 
besmear	(bĭ-smîr') 
besmirch	(bĭ-smûrch') 
besom	(bē'zəm) 
besot	(bĭ-sŏt') 
bespatter	(bĭ-spāt'ər) 
bespeak	(bĭ-spēk') 
besprent	(bĭ-sprěnt') 
besprinkle	(bĭ-sprĭng'kəl) 
Bessarabia	(běs'ə-rā'bē-ə) 
best	(běst) 
Best	(běst) 
bestead	(bĭ-stěd') 
bestial	(běs'chəl, bēs'-) 
bestiality	(běs'chē-āl'ĭ-tē, bēs'-) 
bestialize	(běs'chə-līz', bēs'-) 
bestiary	(běs'chē-ěr'ē, bēs'-) 
bestir	(bĭ-stûr') 
bestow	(bĭ-stō') 
bestrew	(bĭ-strōō') 
bestride	(bĭ-strīd') 
beta	(bā'tə, bē'-) 
betaine	(bē'tə-ēn', -ĭn) 
betake	(bĭ-tāk') 
betatron	(bā'tə-trŏn') 
betatron	(bā'tə-trŏn', bē'-) 
bet	(bět) 
betel	(bēt'l) 
Betelgeuse	(bēt'l-jōōz', bět'l-jɶz') 
Betelgeuse	(bēt'l-jz') 
beth	(bět) 
bethel	(běth'əl) 
Bethel	(běth'əl, běth'ěl') 
Bethesda	(bə-thěz'də) 
bethink	(bĭ-thĭngk') 
betide	(bĭ-tīd') 
bêtise	(bā-tēz') 
betoken	(bĭ-tō'kən) 
betony	(bět'n-ē) 
betray	(bĭ-trā') 
betrothal	(bĭ-trō'thəl, -trô'thəl) 
betroth	(bĭ-trōth', -trôth') 
betrothed	(bĭ-trōthd', -trôtht') 
betta	(bět'ə) 
better	(bět'ər) 
betterment	(bět'ər-mənt) 
between	(bĭ-twēn') 
betweenbrain	(bĭ-twēn'brān') 
betwixt	(bĭ-twĭkst') 
bevel	(běv'əl) 
beverage	(běv'ər-ĭj, běv'rĭj) 
bevy	(běv'ē) 
bewail	(bĭ-wāl') 
beware	(bĭ-wâr') 
bewilder	(bĭ-wĭl'dər) 
